accession_num|name|date|url|img_urls
AKM277|Manuscript of Zad al-Maʻad (Provisions for the Hereafter) with Lacquer binding|AH 1313/1895–6|https://www.agakhanmuseum.org/collection/artifact/manuscript-of-zad-al-ma-ad-provisions-for-the-hereafter-with-lacquer-binding-akm277|https://www.agakhanmuseum.org/dataset-images/6bnve4v70y7-62a1ad73-de91-4bab-8254-6279147d1b6e/AKM277_frontcover_2018_HERO1.jpg
AKM154|Mughal men admiring the miraculous ice lingam at Amarnath|ca. 1600|https://www.agakhanmuseum.org/collection/artifact/mughal-men-admiring-the-miraculous-ice-lingam-at-amarnath-akm154|https://www.agakhanmuseum.org/dataset-images/6bnpi2izxkn-cd718f27-c09c-48a8-a512-df03386544b3/AKM154_2019_HERO1.jpg
AKM91|Zavara comes to the hunting-ground of Siyavush|ca. 1494|https://www.agakhanmuseum.org/collection/artifact/zavara-comes-to-the-hunting-ground-of-siyavush-akm91|https://www.agakhanmuseum.org/dataset-images/49meggdeqvp-c31b6e49-95dd-4521-be83-f4a22c65ae07/AKM91_2017_HERO1.jpg
AKM64|Bijan takes the reins of Gushtaham’s horse|ca. 1494|https://www.agakhanmuseum.org/collection/artifact/bijan-takes-the-reins-of-gushtahams-horse-akm64|https://www.agakhanmuseum.org/dataset-images/49masxfswrp-0f41a90e-078e-49c7-954a-7bf9ff7701f4/AKM64_2017_HERO.jpg
AKM63|Salm and Tur receiving back their envoys spurned by Shah Faridun|ca. 1494|https://www.agakhanmuseum.org/collection/artifact/salm-and-tur-receiving-back-their-envoys-spurned-by-shah-faridun-akm63|https://www.agakhanmuseum.org/dataset-images/49m5wl6m5bb-fa3181d4-47ab-44c3-9617-0db671cc07d9/AKM63_2017_HERO.jpg
AKM62|Shah Faridun spurning the peace envoys of Salm and Tur|1494|https://www.agakhanmuseum.org/collection/artifact/shah-faridun-spurning-the-peace-envoys-of-salm-and-tur-akm62|https://www.agakhanmuseum.org/dataset-images/49m1n72nq4h-0e52ec5e-68d2-4406-b782-0f2fcd7a129f/AKM62_2017_HERO.jpg
AKM954|Pendant|14th–15th century|https://www.agakhanmuseum.org/collection/artifact/pendant-akm954|https://www.agakhanmuseum.org/dataset-images/40cug00zmbx-46099c7c-f121-4ce7-b8a6-d9dc9fedda83/AKM954_front_2017_HERO.jpg
AKM598|Qur’an case|11th century|https://www.agakhanmuseum.org/collection/artifact/qur-an-case-akm598|https://www.agakhanmuseum.org/dataset-images/40cmoyjs8u5-e00c5005-ec91-4d37-be35-b366cd7f0276/AKM598.a_2017_HERO.jpg
AKM618|Biconical bead|10–11th century|https://www.agakhanmuseum.org/collection/artifact/biconical-bead-akm618|https://www.agakhanmuseum.org/dataset-images/40chuf51ys3-14330b1b-619f-49ca-ba4c-504e4f48919d/AKM618_2018_HERO.jpg
AKM597|Ring|11th century|https://www.agakhanmuseum.org/collection/artifact/ring-akm597|https://www.agakhanmuseum.org/dataset-images/40cbcouo6fr-781747a7-2aff-44b3-8048-6579db92298e/AKM597_2017_HERO1.jpg
AKM596|Ring|11th century|https://www.agakhanmuseum.org/collection/artifact/ring-akm596|https://www.agakhanmuseum.org/dataset-images/40c6pd9of5v-db4f24dd-509e-4dac-a0a8-17e5dbd12256/AKM596_2017_HERO1.jpg
AKM536|Talismanic Chart|19th century|https://www.agakhanmuseum.org/collection/artifact/talismanic-chart-akm536|https://www.agakhanmuseum.org/dataset-images/40d5gantlbr-42dbd776-6c5d-4f53-9c40-d8d1c7de88ed/AKM536_2017_HERO.jpg
AKM589|Plate with architectural decoration|16th or 17th century|https://www.agakhanmuseum.org/collection/artifact/plate-with-architectural-decoration-akm589|https://www.agakhanmuseum.org/dataset-images/3v7lu8laplb-4f41609f-4c7f-47fd-b2a6-4b493bcffd34/AKM589.top_2017_HERO.jpg
AKM594|Pendants|10th–11th century|https://www.agakhanmuseum.org/collection/artifact/pendants-akm594|https://www.agakhanmuseum.org/dataset-images/3v7a3lwx427-bca22c52-ebbb-4510-862d-060583cd2693/AKM594_2017_HERO.jpg
AKM948.2|Ring|10th-11th century|https://www.agakhanmuseum.org/collection/artifact/ring-akm948.2|https://www.agakhanmuseum.org/dataset-images/3v727opx4uj-88c8291d-84ef-434c-ba59-00a94e7489fd/AKM948.2_2017_HERO1.jpg
AKM948.1|Ring|11th century|https://www.agakhanmuseum.org/collection/artifact/ring-akm948.1|https://www.agakhanmuseum.org/dataset-images/3v1rk2u3e0z-07c1a894-bc27-4926-a32f-d58bf82434f0/AKM948.1_2017_HERO.jpg
AKM817|Kilga|12th century|https://www.agakhanmuseum.org/collection/artifact/kilga-akm817|https://www.agakhanmuseum.org/dataset-images/3790mf6ypaj-c29c8515-1594-4c60-9d0e-03c50142753b/AKM817_2017_HERO1.jpg
AKM497|The First Joust of the Rooks: Fariburz versus Kalbad|ca. 1540|https://www.agakhanmuseum.org/collection/artifact/the-first-joust-of-the-rooks-fariburz-versus-kalbad-akm497|https://www.agakhanmuseum.org/dataset-images/3786103ossl-1c84e4a1-1e2f-4436-bcb7-e167ec4d6eae/AKM497_2017_HERO.jpg
AKM496|Sindukht comes to Sam Bearing Gifts|ca. 1525–1530|https://www.agakhanmuseum.org/collection/artifact/sindukht-comes-to-sam-bearing-gifts-akm496|https://www.agakhanmuseum.org/dataset-images/377y6hs3uqt-5d8b63b8-9320-4922-af51-6701753d5ed7/AKM496_2017_HERO.jpg
AKM163|Gushtasp Slays the Dragon of Mount Saqila|ca. 1530–1535|https://www.agakhanmuseum.org/collection/artifact/gushtasp-slays-the-dragon-of-mount-saqila-akm163|https://www.agakhanmuseum.org/dataset-images/376u60gt1r3-14c6ed92-59b7-4505-9d3b-ffd4ad1f6f2b/AKM163_2018_HERO.jpg
AKM87|Horoscope of King Kay Kavus|early 14th Century|https://www.agakhanmuseum.org/collection/artifact/horoscope-of-king-kay-kavus-akm87|https://www.agakhanmuseum.org/dataset-images/36i1rlvj9zd-5196cd7a-af07-4999-b601-3ee494f5f5b1/AKM87_2017_HERO.jpg
AKM86|Horoscope of the tyrant Ardavan|early 14th Century|https://www.agakhanmuseum.org/collection/artifact/horoscope-of-the-tyrant-ardavan-akm86|https://www.agakhanmuseum.org/dataset-images/36hv79qpzcb-6169d5d0-2c67-4bef-b6c0-57761ba18442/AKM86_2017_HERO.jpg
AKM37|Bizhan kills Mahuy and his sons to avenge the murder of Yazdigird and Enthronement|741 AH /1341|https://www.agakhanmuseum.org/collection/artifact/bizhan-kills-mahuy-and-his-sons-to-avenge-the-murder-of-yazdigird-and-enthronement-akm37|https://www.agakhanmuseum.org/dataset-images/36gff6abxcj-55f1b542-5563-4e8d-8448-7f7549cc6382/AKM37.back_2017_HERO1.jpg
AKM36|Kisra Nushinravan’s fourth banquet for Buzurgmihr and the archimages|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/kisra-nushinravans-fourth-banquet-for-buzurgmihr-and-the-archimages-akm36|https://www.agakhanmuseum.org/dataset-images/36gaybfsqeb-b39547e9-0f05-473c-9e4f-de331888b1b6/AKM36_2017_HERO1.jpg
AKM33|Bizhan decapitates Human|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/bizhan-decapitates-human-akm33|https://www.agakhanmuseum.org/dataset-images/36fr66cd1g5-3eeb608c-a22f-4300-8f42-ad4e2cc4f93b/AKM33_2017_HERO1.jpg
AKM32|Tus battles Human|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/tus-battles-human-akm32|https://www.agakhanmuseum.org/dataset-images/36fnddj0tb1-6f9ede18-f976-4d5e-89fa-96824a640d43/AKM32_2017_HERO1.jpg
AKM31|Battle Scene|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/battle-scene-akm31|https://www.agakhanmuseum.org/dataset-images/36epkjdz6if-e2073f9a-e88b-44fc-bd08-a0cebaad060c/AKM31_2017_HERO1.jpg
AKM29|Manuchihr told of the romance between Zal and Rudaba|741 AH / 1341|https://www.agakhanmuseum.org/collection/artifact/manuchihr-told-of-the-romance-between-zal-and-rudaba-akm29|https://www.agakhanmuseum.org/dataset-images/36at34prx5d-bc9ae846-2e1b-4ffb-ae00-de5dd946e525/AKM29_2017_HERO.jpg
AKM28|Manuchihr and Qaran fight Salm|741 AH /1341|https://www.agakhanmuseum.org/collection/artifact/manuchihr-and-qaran-fight-salm-akm28|https://www.agakhanmuseum.org/dataset-images/36ao7awjs5j-04c88324-c244-43b6-b8bf-4723c037403f/AKM28_2017_HERO.jpg
2017.2.1|Candlestick|early 16th century|https://www.agakhanmuseum.org/collection/artifact/candlestick-2017.2.1|https://www.agakhanmuseum.org/dataset-images/33z3wp1hlgn-830460f0-86b0-49bf-b80a-4703eccfbbbb/2017.2.1.top02_2018_HERO1.jpg
AKM595|Ring|10th – 11th century|https://www.agakhanmuseum.org/collection/artifact/ring-akm595|https://www.agakhanmuseum.org/dataset-images/378n805u5h7-feec65dd-7f69-49b4-8ab8-aad0eece77a6/AKM595_2017_HERO1.jpg
AKM741|Bowl with a Bird Holding a Leaf in its Beak|10th century|https://www.agakhanmuseum.org/collection/artifact/dish-akm741|https://www.agakhanmuseum.org/dataset-images/35d1bltju4p-3ad8a6a0-0876-4f52-b4ae-520e88745505/AKM741_top_2017_HERO.jpg
AKM288.7|The Art of Chivalry, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590-1595|https://www.agakhanmuseum.org/collection/artifact/the-art-of-chivalry-akm288|https://www.agakhanmuseum.org/dataset-images/8szz0p6p2yr-e31450cb-5dfa-4eef-aa1d-7ff8fb093f9e/AKM288.7_f138r_gold_2018_HERO.jpg
AKM155|The Death of Zahhak|ca. 1535|https://www.agakhanmuseum.org/collection/artifact/the-death-of-zahhak-akm155|https://www.agakhanmuseum.org/dataset-images/375psz11i0d-fa22b944-bbd8-4dac-8b9e-7ca67c32b4f9/AKM155_2017_HERO.jpg
AKM101|Rustam and the seven heroes fight the Turanians|1576–77|https://www.agakhanmuseum.org/collection/artifact/rustam-and-the-seven-heroes-fight-the-turanians-akm101|https://www.agakhanmuseum.org/dataset-images/ab75qd5ewcr-13042883-1792-4fae-b1d6-c72ec21bf1c4/AKM101_2019_HERO.jpg
AKM84|The Fourth Combat of the Rukhs: Furuhil Fights with Zangula|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/the-combat-of-furuhil-and-zangula-akm84|https://www.agakhanmuseum.org/dataset-images/9audkmb4x9z-d3deb58f-1c16-419f-aa49-1350ba59f066/AKM84_2017_HERO1.jpg
AKM54|Bahram Gur Kills a Rhino in India|1494|https://www.agakhanmuseum.org/collection/artifact/bahram-gur-kills-a-rhino-akm54|https://www.agakhanmuseum.org/dataset-images/6hxiqilx613-4a588d76-273a-4252-bbc4-a8661cfd51f0/AKM54_2018_HERO.jpg
AKM80|Bahram Gur Kills a Dragon|1666-67|https://www.agakhanmuseum.org/collection/artifact/bahram-gur-kills-a-dragon-akm80|https://www.agakhanmuseum.org/dataset-images/6iqh2hes6yf-67047496-0984-4770-b0db-4620dd84b5fa/AKM80_2019_HERO1.jpg
AKM726|Tray Stand|Second quarter of 14th century|https://www.agakhanmuseum.org/collection/artifact/tray-stand-akm726|https://www.agakhanmuseum.org/dataset-images/688te0f0gnz-90d106a7-bc5d-4f12-b91a-bfde249460c4/AKM726_side_2017_HERO1.jpg
AKM11|A Blood-Measuring Device|February-March 1354 CE/AH 755|https://www.agakhanmuseum.org/collection/artifact/blood-measuring-device-akm11|https://www.agakhanmuseum.org/dataset-images/6hwrt7x6m3n-e3c90cf4-f531-4159-b0c1-6ea9e8e0c278/AKM11_2017_HERO.jpg
AKM556|Bowl with a fantastical elephant-headed creature|early 13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-akm556|https://www.agakhanmuseum.org/dataset-images/35ct2hjd3dn-975ec672-8821-410c-a1cc-a932f5a6d5a7/AKM556_2017_HERO.jpg
AKM16|Bahram Entertained By Arezu, Daughter Of Mahyar The Jeweller|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/bahram-gur-house-mahyar-jeweller-akm16|https://www.agakhanmuseum.org/dataset-images/9au8bzmokuz-69b706d8-c9d1-4748-8890-ec3e8e2ad39e/AKM16.1_verso_2017_HERO.jpg
AKM966|'Monk's cap' (Sengmao Hu) Ewer|1403-1424, with an inscription dated 1053 AH/1643-44 CE|https://www.agakhanmuseum.org/collection/artifact/ewer-akm966|https://www.agakhanmuseum.org/dataset-images/9augaft5tyr-42249737-a471-4c40-9012-ceccf1f4affa/AKM966_2013-HERO1.jpg
AKM730.1-3|Three Squinches (ceiling panels)|15th–16th centuries|https://www.agakhanmuseum.org/collection/artifact/ceiling-panel-akm730|https://www.agakhanmuseum.org/dataset-images/8szfy1r9me7-f014e6b5-a9c6-4837-8e3e-212c475e6862/AKM730.1_HERO1.jpg
AKM684|Bowl with a Hare|11th century|https://www.agakhanmuseum.org/collection/artifact/bowl-akm684|https://www.agakhanmuseum.org/dataset-images/35cvpzjomqb-985b371f-0ec6-4820-97aa-4ac7a34ed1ec/AKM684_top_2017_150dpi_HERO.jpg
AKM165|The Court of Kayumars|ca.1524–1525|https://www.agakhanmuseum.org/collection/artifact/court-of-kayumars-akm165|https://www.agakhanmuseum.org/dataset-images/3764gop5lv1-d9099e28-735f-451c-9c24-bbd22aa272e5/AKM165_2017_HERO1.jpg
AKM650|Cup with Handle|10th — 11th Century|https://www.agakhanmuseum.org/collection/artifact/vessel-akm650|https://www.agakhanmuseum.org/dataset-images/5hhjcobi01b-4752df88-b049-4887-8105-a385acbce055/AKM650_2019_HERO.jpg
AKM736|Candlestick|first half of 14th Century/ownership inscription 1554|https://www.agakhanmuseum.org/collection/artifact/candlestick-akm736|https://www.agakhanmuseum.org/dataset-images/68zk6mgbpjn-7ac89a43-9379-44c7-8619-54a9da733130/AKM736_side_2017_HERO1.jpg
AKM643|Kiyani pen box|AH 1282/1864-65 AD|https://www.agakhanmuseum.org/collection/artifact/pen-box-akm643|https://www.agakhanmuseum.org/dataset-images/688gmhhtu6b-743559d9-1e47-4993-b00c-8759e491ce04/AKM643_02_2016_HERO2.jpg
AKM646|Bottle|9th - 10th Century|https://www.agakhanmuseum.org/collection/artifact/bottle-akm646|https://www.agakhanmuseum.org/dataset-images/bwdz3gsmv6-12e05b1e-f46e-4cb4-ad8c-da02ab5eafd9/AKM646_side01_2019_HERO1.jpg
AKM611|Planispheric astrolabe|14th century|https://www.agakhanmuseum.org/collection/artifact/planispheric-astrolabe-akm611|https://www.agakhanmuseum.org/dataset-images/8sza6eptwa7-46f9eca1-1d07-431d-ba86-a620804fa011/AKM611_2019_HERO1.jpg
AKM610|Bowl|1293–1341|https://www.agakhanmuseum.org/collection/artifact/bowl-akm610|https://www.agakhanmuseum.org/dataset-images/67fbaxxktdb-1b894685-a91a-4292-8362-e0e7cbb08d25/AKM610_side_2017_HERO1.jpg
AKM641|Bow|late 18th century|https://www.agakhanmuseum.org/collection/artifact/bow-akm641|https://www.agakhanmuseum.org/dataset-images/6o99ardj7gn-99d48cdc-5ab2-4756-acd6-8b702bddca17/AKM641.01_2017_HERO1.jpg
AKM612|Kashkul (Begging bowl)|late 16th century|https://www.agakhanmuseum.org/collection/artifact/beggars-bowl-kashkul-akm612|https://www.agakhanmuseum.org/dataset-images/x750wjrvqq-1929086a-e512-4bda-9e01-d0534f2a7d0f/AKM612_2019_HERO.jpg
AKM635|Wooden Panel with Verses by Hafiz|15th century|https://www.agakhanmuseum.org/collection/artifact/panel-akm635|https://www.agakhanmuseum.org/dataset-images/x88221kvmw-24a6d4b0-6a03-4dd0-844c-0ab960cf9b0b/AKM635_2019_HERO.jpg
AKM625|Compendium|first half of the 19th century|https://www.agakhanmuseum.org/collection/artifact/astronomical-compendium-akm625|https://www.agakhanmuseum.org/dataset-images/6o8sf0v7wjj-0623e1c0-e718-4b40-a404-7a766fcbedbc/AKM625_2017_HERO1.jpg
AKM648|Bottle|10th–11th century|https://www.agakhanmuseum.org/collection/artifact/bottle-akm648|https://www.agakhanmuseum.org/dataset-images/bwkanoqa5b-3dc74ea0-09cc-4d0f-a001-8a53b6b85b90/AKM648_side01_2019_HERO1.jpg
AKM588|Blue-and-white dish based on a Chinese model|17th century|https://www.agakhanmuseum.org/collection/artifact/dish-akm588|https://www.agakhanmuseum.org/dataset-images/9u8zlejwkg7-8a843ab6-4b84-4734-b9f8-b4d1d8c24562/AKM588_top_2019_Hero1.jpg
AKM732|Green bottle with moulded scene of lion and tamer|ca. 1630|https://www.agakhanmuseum.org/collection/artifact/bottle-akm732|https://www.agakhanmuseum.org/dataset-images/68zh3889ji7-e7e3c32c-a752-478c-b874-5da53b50bf9b/AKM732_2017_HERO.jpg
AKM753|Bowl with Horse, Rider and Bird|9th century|https://www.agakhanmuseum.org/collection/artifact/bowl-akm753|https://www.agakhanmuseum.org/dataset-images/6tvxhiofk4z-40fce65d-bb9d-499b-bef2-d9bd13a1a5cb/AKM753.4_2015_HERO1.jpg
AKM585|Panel|ca. 1575|https://www.agakhanmuseum.org/collection/artifact/mihrab-panel-akm585|https://www.agakhanmuseum.org/dataset-images/2u9juf5y0e9-f95286a7-ab90-4d93-ab16-55a3bf44d067/AKM585_2017_HERO.jpg
AKM691|Dish with bust of a young man in a turban|1640–80|https://www.agakhanmuseum.org/collection/artifact/dish-akm691|https://www.agakhanmuseum.org/dataset-images/6t3bhe1iqi3-a5ef1b12-2d50-4649-ab21-b9db10c28291/AKM691.top_2020_HERO1.jpg
AKM136|Album Page|late 16th – early 17th centuries|https://www.agakhanmuseum.org/collection/artifact/jahangir-jharoka-window-agra-fort-folio-jahangirnameh-memoirs-jahangir-akm136|https://www.agakhanmuseum.org/dataset-images/8syzxsp4vof-8f883018-d697-4360-9ace-9d16471072a2/AKM136_2018_HERO.jpg
AKM164|Haftvad and the Worm|ca. 1540|https://www.agakhanmuseum.org/collection/artifact/story-haftvad-and-the-worm-akm164|https://www.agakhanmuseum.org/dataset-images/376cpfaimvj-949e74a3-ba6a-4ffd-912f-395b06ca8ecc/AKM164_2017_HERO.jpg
AKM289|Manuscript of The Lights of Canopus (Anvar-i Suhayli)|8 November 1593 CE/13 Safar 1002 AH|https://www.agakhanmuseum.org/collection/artifact/manuscript-of-the-lights-of-canopus-anvar-i-suhayli-akm289|https://www.agakhanmuseum.org/dataset-images/bx4n6zy102-1e363fe0-bf54-4cd4-bc40-a4203ab0e6f4/AKM289.f92r_2019_HERO.jpg
AKM478|FOLIO FROM A QUR’AN MANUSCRIPT|9th-10th centry|https://www.agakhanmuseum.org/collection/artifact/quran-leaf-akm478|https://www.agakhanmuseum.org/dataset-images/2p5z4igxzpv-3504bc00-00bc-4d88-ae5f-555e53e0ec21/AKM478_2019_HERO.jpg
AKM133|Humayun Defeats His Rebellious Brother Kamran at Kabul|1590–1595|https://www.agakhanmuseum.org/collection/artifact/humayun-defeats-his-rebellious-brother-kamran-kabul-folio-akbarnameh-memoirs-akm133|https://www.agakhanmuseum.org/dataset-images/8syr68ertlz-2b7eb67e-4ee8-4e1d-8bb7-b512870aef95/AKM133_2018_HERO.jpg
AKM124|Portrait of Emperor Shah Jahan, his three sons, and Asaf Khan|ca.1628-40|https://www.agakhanmuseum.org/collection/artifact/shah-jahan-his-three-sons-and-asaf-khan-akm124|https://www.agakhanmuseum.org/dataset-images/8synekjhepr-2ceba60b-fe5f-4ad3-bd62-c7bf9bf8b7cc/AKM124_2018_HERO.jpg
AKM135|Portraits of Jahangir and Shah Jahan|1628|https://www.agakhanmuseum.org/collection/artifact/portraits-jahangir-and-shah-jahan-akm135|https://www.agakhanmuseum.org/dataset-images/8syw9qhtjkz-238a105e-4d0d-46fb-aa2d-abf849a6e83b/AKM135_gold_2018_HERO.jpg
AKM156|Firdausi and the three poets of Ghazna|ca. 1532|https://www.agakhanmuseum.org/collection/artifact/firdausi-and-the-three-poets-of-ghazna-akm156|https://www.agakhanmuseum.org/dataset-images/375y4oewv6v-29eac2f6-df66-4842-893c-96da29a56957/AKM156_2017_HERO.jpg
AKM140|Young men carried off by a simurgh|ca. 1590|https://www.agakhanmuseum.org/collection/artifact/young-man-carried-simurgh-akm140|https://www.agakhanmuseum.org/dataset-images/2etr4xb2w8l-80fc89c7-03df-4a3e-81e3-5be213352a95/AKM140_2019_HERO.jpg
AKM251|A Letter by ‘Abbas Mirza to Napoleon I|1808|https://www.agakhanmuseum.org/collection/artifact/letter-crown-prince-abbas-mirza-napoleon-I-akm251|https://www.agakhanmuseum.org/dataset-images/1tpoialjxf2-7df38a23-6de3-4b0f-831a-e5c5b152b43f/AKM251_2017_HERO.jpg
AKM508|Printed amulet with box|11th century|https://www.agakhanmuseum.org/collection/artifact/printed-amulet-with-box-akm508|https://www.agakhanmuseum.org/dataset-images/40d2yzwqivb-9eb53fb8-26e7-4c8d-9e42-612342fdd016/AKM508_2017_HERO.jpg
AKM704|Double Door|late 18th – early 19th century|https://www.agakhanmuseum.org/collection/artifact/double-door|https://www.agakhanmuseum.org/dataset-images/bzyfu8l7xbf-b82da9fd-2f20-43a8-9e62-70e9c5555622/AKM704_2020_HERO.jpg
AKM865|Tile Panel|17th century|https://www.agakhanmuseum.org/collection/artifact/tile-panel|https://www.agakhanmuseum.org/dataset-images/bzyd8bo3gir-b3206837-52a0-41f0-a4cd-81ab9ed36762/AKM00865_1_HERO1.jpg
AKM904|Panel|15th-16th century|https://www.agakhanmuseum.org/collection/artifact/panel|https://www.agakhanmuseum.org/dataset-images/bzy7kx27ykr-99af54cb-dba7-45bb-ab0e-b91115f4b727/AKM904_2020_HERO.jpg
AKM576|Column Capitals|late 14th-early 15th centuries|https://www.agakhanmuseum.org/collection/artifact/column-capitals|https://www.agakhanmuseum.org/dataset-images/bztfpja30b7-a935a153-744a-4dc7-ac2f-80dac4cf0222/AKM00576_HERO.jpg
AKM569|Albarello|15th century|https://www.agakhanmuseum.org/collection/artifact/albarello|https://www.agakhanmuseum.org/dataset-images/bzt5urbzp7f-75fd9f9b-8c9c-4731-ba90-0ee493e169d2/AKM569_2016_HERO.jpg
AKM280.52|Tahmas, the Courtier of Qabar Khan, Falls Asleep Under a Tree|1593-94/1002 AH|https://www.agakhanmuseum.org/collection/artifact/tahmas-the-courtier-of-qabar-khan-falls-asleep-under-a-tree|https://www.agakhanmuseum.org/dataset-images/bzrs8z4b2sb-f0b89169-925b-4aeb-8ccc-dc43b5413d33/AKM280.52_2020_HERO.jpg
AKM878|Panel of Four Tiles|1580|https://www.agakhanmuseum.org/collection/artifact/panel-of-four-tiles|https://www.agakhanmuseum.org/dataset-images/9ol1uudlln7-5b5dd457-f371-4793-948f-c43c30f85b25/AKM00878_HERO.jpg
AKM868|Dish|16th Century|https://www.agakhanmuseum.org/collection/artifact/dish|https://www.agakhanmuseum.org/dataset-images/9okw3miy89f-00b9699f-5fa9-49f4-9096-ee85dd0e987e/AKM868_HERO.jpg
AKM862|Tile|1560-1570|https://www.agakhanmuseum.org/collection/artifact/akm862|https://www.agakhanmuseum.org/dataset-images/9okq0nwerjz-be96a530-75b9-4116-9e89-d9e6e879e0c7/AKM00862_HERO.jpg
AKM681|Record of the Pilgrimage (Chao jin tu ji)|1861|https://www.agakhanmuseum.org/collection/artifact/record-of-the-pilgrimage-chao-jin-tu-ji-|https://www.agakhanmuseum.org/dataset-images/9ok0seuba0j-99c4a08f-78e5-4734-9953-5f7a9ccb53d0/AKM681_2021_HERO.jpg
